RMST,East Asian,Prostate cancer
RELN,European,Multiple sclerosis (age of onset)
LOC107987036 - CRB2,European,Body mass index
DNASE2B,European,Response to hepatitis C treatment
CBX8 - LOC102723961,European,Breast cancer
TRIB2 - LOC100506474,European,Optic cup area
"LOC338694, LOC107984345",European,Cutaneous malignant melanoma
ARHGAP42,European,High light scatter reticulocyte count
ZNF965P - LINC00417,European,Fasting insulin-related traits (BMI interaction)
NKX1-2 - LHPP,European,Hemostatic factors and hematological phenotypes
RAPGEF2 - LOC107986324,European,Fear of minor pain
LOC107984782,European,Schizophrenia
RASA2,European,Mean corpuscular hemoglobin
HAVCR1P1 - LOC105376906,"African American, European",Response to taxane treatment (docetaxel)
LOC105379327 - SLC25A37,European,Mean corpuscular volume
LOC100288146 - TET2,European,Colorectal or endometrial cancer
IRAK2,European,Eosinophil counts
GLI2,European,Diisocyanate-induced asthma
LOC105378797,"African American, European",Body mass index (joint analysis main effects and physical activity interaction)
CD226,European,Mean platelet volume
"LOC643623, LOC105377986",European,Endometrial cancer
SP7,European,Bone mineral density (spine)
"LOC105371873, FAM20A","African American, Hawaiian",3-hydroxy-1-methylpropylmercapturic acid levels in smokers
EOMES - LOC105377007,European,Rheumatoid arthritis
MAP2K5,"African American, European",Body mass index
SLFN14,European,Platelet count
LOC107984487 - TMTC2,"African American, European",Adult asthma
MOB2 - DUSP8,Finnish,Interleukin-9 levels
RPL12P33 - HNF1A-AS1,Filipino,C-reactive protein
"LOC105370183, SMIM2-AS1",Ashkenazi Jewish,Schizophrenia
TNC x EEFSEC,European,Prostate cancer (SNP x SNP interaction)
TNFSF15,European,Crohn's disease
CIB3,European,"B-cell malignancies (chronic lymphocytic leukemia, Hodgkin lymphoma or multiple myeloma) (pleiotropy)"
LOC101929163,"African American, Filipino",Waist-to-hip ratio adjusted for BMI in active individuals
RASA2,European,Body mass index
TRIOBP,European,Optic cup area
ABCC8,British,Parental extreme longevity (95 years and older)
CDC42 - WNT4; CDC42 - WNT4; WNT4,European,Endometriosis
ADAD1,European,Self-reported allergy
NCOA3,European,Response to treatment for acute lymphoblastic leukemia
"PRAC1, PRAC2",Finnish,Interleukin-12p70 levels
EPHB2,Finnish,Tumor necrosis factor beta levels
LOC100419511 - KCNE4,European,Oropharynx cancer
LOC101928448 - LOC105378979,European,Pediatric areal bone mineral density (radius)
LOC105374653 - EML6,Ashkenazi Jewish,Schizophrenia
PTPN11,European,Hematological parameters
RTN2,European,Cognitive decline rate in late mild cognitive impairment
L3MBTL3,European,Hip circumference adjusted for BMI
LITAF - SNN,European,Pediatric bone mineral content (spine)
CCDC162P - RPL7P28,"Hispanic, European",Midgestational circulating levels of PCBs
RNU6-873P - HTR1F,European,Post bronchodilator FEV1
LINC01104,European,Age at first birth
SLC31A1,East Asian,Hematology traits
LOC105374497 - HNRNPA1P57,Japanese,Adverse response to chemotherapy (neutropenia/leucopenia) (camptothecin)
MAP1LC3B2 - C12orf49,European,Cisplatin-induced ototoxicity
LOC105376187 - ARL2BPP7,European,Glucocorticoid-induced osteonecrosis (time dependent analysis)
SOX9 - LOC146795,European,Lung cancer
KCNQ1,Han Chinese,Type 2 diabetes
LOC101929504 - LOC101929523,European,Pulse pressure
RUVBL1,European,Post bronchodilator FEV1
ATXN7L1,British,Parental extreme longevity (95 years and older)
CXCL2,European,Neutrophil percentage of granulocytes
PDE8B,European,Thyroid hormone levels
CSMD1,European,Schizophrenia
IREB2,European,Post bronchodilator FEV1/FVC ratio in COPD
HYKK,European,Post bronchodilator FEV1/FVC ratio
"RTEL1-TNFRSF6B, TNFRSF6B",European,Inflammatory bowel disease
HYKK,European,Lifetime average cigarettes per day in chronic obstructive pulmonary disease
"HPR, TXNL4B",East Asian,LDL cholesterol levels
PTGR1,European,Monocyte count
IKZF3,Japanese,Primary biliary cholangitis
INPP5F,European,Parkinson's disease
TSHZ1 - LOC105372200,European,Motion sickness
RNF180 - RGS7BP,Ashkenazi Jewish,Schizophrenia
LOC105371654 - PRG4,European,Response to paliperidone in schizophrenia (negative Marder score)
"HOXC4, HOXC6, HOXC5","African American, European",Waist circumference adjusted for body mass index
LOC100129957 - TSEN2P1,Hispanic,Obesity-related traits
ASIC2,European,Post bronchodilator FEV1/FVC ratio
IKZF1,European,IgG glycosylation
LOC105377462,European,Post bronchodilator FEV1/FVC ratio
C16orf47,European,Photic sneeze reflex
HLA-DPB1,Korean,Aspirin exacerbated respiratory disease in asthmatics
A4GALT,European,Hematocrit
ZFP36L2,European,Neutrophil percentage of granulocytes
MEIS1,African American,PR interval
CRTC1,"African American, European",Body mass index
"LOC105374570, LOC100506047",European,Multiple sclerosis
OCA2,European,Red vs non-red hair color
LOC105378555 - LOC728327,European,Survival in pancreatic cancer
PPAP2B,European,Reticulocyte fraction of red cells
PDZD2,European,Renal cell carcinoma
SHROOM3,Asian,Renal function-related traits (sCR)
LLPH,African,Pulse pressure
"LAMA2, LOC102723409",European,Axial length
LOC101927421,Latin American,Glucose homeostasis traits
MFSD2B,European,Lymphocyte counts
ETV5,"African American, European",Body mass index (joint analysis main effects and physical activity interaction)
ZNRD1,European,Lung cancer
LINC01183,Ashkenazi Jewish,Schizophrenia
CLEC16A,European,Immunoglobulin A
"CDCA3, GNB3",European,Myopia
XRCC1,European,Plasma amyloid beta peptide concentrations (ABx-42)
FYN,European,Anger
ADAMTSL3,"African American, European",Waist circumference adjusted for body mass index
IKZF1,European,IgG glycosylation
PLD1,Hutterite,Gut microbiome composition (summer and winter)
PTGES3P4 - C10orf32,European,Autism spectrum disorder or schizophrenia
CD6,European,Inflammatory bowel disease
EBF3 - LINC00959,European,Docetaxel-induced peripheral neuropathy in metastatic castrate-resistant prostate cancer
DDX43P2 - VWC2,European,Body mass index
ATM,European,Melanoma
RBM38 - LOC105372688,European,Mean corpuscular volume
LOC105372863 - RTN4R,Hispanic,Obesity-related traits
GCKR,European,C-reactive protein
IPO5,European,Pediatric bone mineral density (hip)
CHCHD2P9 - LOC102723932,European,Survival in rectal cancer
CACNA1C,European,Bipolar disorder
CD226,European,Plateletcrit
ADCY5,European,Fasting glucose-related traits (BMI interaction)
LOC105374457 - LOC105374459,European,Ovarian reserve
LOC107985146 - HMGN1P30,Sub-Saharan African,Response to platinum-based chemotherapy (carboplatin)
QSOX2,East Asian,Waist circumference adjusted for body mass index
RHCE,European,Mean corpuscular hemoglobin concentration
"LOC101928266, NTN1","African American, Hawaiian",3-hydroxypropylmercapturic acid levels in smokers
IFT43,European,Acute urticaria and angioedema (non-steroidal anti-inflammatory drug-induced)
CREB5,European,Sum neutrophil eosinophil counts
UBE3C,European,Body mass index
SLC44A5,European,Acylcarnitine levels
FADS2,European,Iron status biomarkers (transferrin levels)
GTF3AP1 - IL33,European,Asthma (childhood onset)
ZGPAT,European,Inflammatory bowel disease
BOLA3P1 - RNU7-159P,European,Post bronchodilator FEV1/FVC ratio
COL22A1 - KCNK9,European,Adiponectin levels
RARB,European,Optic disc area
LOC107985203 - ENSA,European,Monocyte percentage of white cells
LOC105377462,European,Post bronchodilator FEV1
MIR2113 - EIF4EBP2P3,European,Intelligence
DUSP14,European,Monocyte count
PERP,European,Bulimia nervosa
IKZF2,European,Eosinophil counts
TMEM200A - LOC105378002,European,IgG glycosylation
LOC105370912 - IREB2,European,Post bronchodilator FEV1
TMEM175,European,Parkinson's disease
FTLP17 - LOC105378880,European,Post bronchodilator FEV1/FVC ratio
MAP3K13,European,Airflow obstruction
KCNN2,European,Alzheimer disease and age of onset
HFE,Hispanic,Hemoglobin
HIVEP3,European,Gut microbiota (functional units)
ATF6,European,Parkinson's disease (age of onset)
ADCK1,European,Response to paliperidone in schizophrenia (Multivariate)
TNFSF15,European,Crohn's disease
LOC107986647 - LOC105378010,European,Reticulocyte fraction of red cells
PMS1,European,Subcutaneous adipose tissue
FTLP17 - LOC105378880,European,Post bronchodilator FEV1/FVC ratio
LINC01088,Native American,Systemic lupus erythematosus
FAM13A,European,Post bronchodilator FEV1
WNT3 - LOC101929777,European,Hematocrit
MOG,European,Pulmonary function (smoking interaction)
LOC100419513 - SATB2,European,Barrett's esophagus  or Esophageal adenocarcinoma
UBASH3B,European,"Cholesterol, total"
TFR2,European,Platelet count
ELMSAN1,European,Reticulocyte fraction of red cells
GGNBP1,European,Plateletcrit
PCNPP2 - C9orf47,European,Oppositional defiant disorder dimensions in attention-deficit hyperactivity disorder
NPR3,European,Ovarian reserve
GPR35,European,Inflammatory bowel disease
FCGR3B - FCGR2B,European,Neutrophil count
LINCR-0002 - LOC105374275,Ashkenazi Jewish,Schizophrenia
ZFPM2,Finnish,Interleukin-12p70 levels
LNX1,European,Response to paliperidone in schizophrenia (CGI-S score)
LOC400940 - LOC105373401,"African American, European",Response to metformin (IC50)
MICB,"Hispanic, European",Midgestational circulating levels of PBDEs
ATP2B1,Korean,Biomedical quantitative traits
CD2AP - ADGRF2,European,Platelet count
HOXC13 - LOC105369775,European,Waist-to-hip ratio adjusted for body mass index
FBXO46,European,Eosinophil counts
LINC00693 - LOC105377009,European,Post bronchodilator FEV1/FVC ratio
SRSF10P1 - MEX3C,European,Immune response to anthrax vaccine
AHNAK,European,Lung function (FEV1)
LOC399716,European,Type 1 diabetes
PBRM1,European,Waist-to-hip ratio adjusted for BMI (adjusted for smoking behaviour)
PPP2R2C,Finnish,Stem cell factor levels
UMPS,European,Mean platelet volume
DLX2-AS1,Ashkenazi Jewish,Schizophrenia
LOC107986647 - LOC105378010,European,Platelet count
PTPRH - TMEM86B,European,Post bronchodilator FEV1/FVC ratio
NCOR1P2 - UBBP4,European,Cutaneous psoriasis
PHF20,European,Migraine - clinic-based
CACNA2D1,European,Subjective well-being
FAM13A,European,Post bronchodilator FEV1
IFNA6 - IFNA13,Korean,Epilepsy and lamotrigine-induced maculopapular eruptions
CSRNP3 - GALNT3,European,"Bone mineral density (paediatric, upper limb)"
GRIA4,Brazilian,Ejection fraction in Tripanosoma cruzi seropositivity
LOC107986770,European,Reading and spelling
LOC441087,European,Hip circumference
VEGFA - LOC105375070,"African American, European",Waist circumference adjusted for BMI (joint analysis main effects and physical activity interaction)
RPL9P21 - EIF2AP4,European,Left ventricular obstructive tract defect (maternal effect)
CDKN2A,European,Platelet count
COL22A1 - KCNK9,European,Cerebrospinal fluid t-tau:AB1-42 ratio
LOC105371786 - WHSC1L2P,European,Bone mineral density (hip)
POM121L12 - HAUS6P1,European,IgG glycosylation
LOC102723574 - LOC107986739,European,Pit-and-Fissure caries
LOC107985389 - EDN3,European,Platelet distribution width
TOP2A,European,Hip circumference
BAG6,European,Diastolic blood pressure
PTCHD1,European,Response to serotonin reuptake inhibitors in major depressive disorder
ZNF646P1 - LOC105370210,European,Waist circumference
DYM,European,Dental caries
LOC105377462,European,Post bronchodilator FEV1
BDP1P - LOC107985172,European,"Facial morphology (factor 7, width of cartilaginous portion of nose)"
CADPS2,European,Menarche (age at onset)
TRSUP-CTA2-1 - WNT7A,European,Chronic obstructive pulmonary disease-related biomarkers
CNTN1,European,Bipolar disorder
DOCK8,European,Myeloid white cell count
LOC101927216 - LOC105370275,Asian,Cleft lip with or without cleft palate
PRTG - NEDD4,European,Joint mobility (Beighton score)
SLC12A7,European,Sum neutrophil eosinophil counts
VWF,European,vWF levels in ischaemic stroke and hyperhomocysteinaemia
DGKD,European,Calcium levels
MRAS,"African American, European",Body mass index
LOC101928278,European,Glomerular filtration rate (creatinine)
LEKR1,"European, Asian",Bone mineral density
FADS1,East Asian,Height
SLC14A2,European,Spherical equivalent (joint analysis main effects and education interaction)
RYBP,"African American, Filipino",Waist circumference adjusted for BMI in active individuals
LOC100507006 - LOC105374768,European,Iron status biomarkers
LOC100132626 - LOC105372932,European,Waist circumference adjusted for BMI (joint analysis main effects and smoking interaction)
12:00 AM,Han Chinese,Leprosy
LDLR,European,LDL cholesterol
MUC1,East Asian,Gastric cancer
PEPD,European,Waist circumference adjusted for BMI (adjusted for smoking behaviour)
HOXC13 - LOC105369775,European,Waist-to-hip ratio adjusted for body mass index
BAZ1B,European,Migraine
PKD2L1,European,Response to bronchodilator in chronic obstructive pulmonary disease (change in FEV1)
LOC107985255,Bangladeshi,Number of pregnancies
SPOPL,European,Response to antipsychotic treatment
LOC101927450 - CHCHD2P9,Japanese,Type 2 diabetes
HDAC9,Brazilian,PR interval in Tripanosoma cruzi seropositivity
LOC105373537 - LOC105373539,European,Facial morphology (factor 22)
PDE1B,European,Post bronchodilator FEV1 in COPD
ENG - AK1,European,Hematocrit
AGAP3,Latin American,Eyebrow thickness
"LOC101929680, SCN1A",European,Epilepsy (generalized)
BAIAP2,European,Memory performance
LTBP1,European,Immune reponse to smallpox (secreted IFN-alpha)
IRF1,European,Plateletcrit
TEX36,European,Non-alcoholic fatty liver disease histology (other)
ERG,European,Abdominal aortic aneurysm
ZGLP1,European,Inflammatory skin disease
SLC24A4,European,Blond vs non-blond hair color
MMP3 - MMP12,European,Post bronchodilator FEV1
CSMD1,Brazilian,Parasitemia in Tripanosoma cruzi seropositivity
EPPK1 - PLEC,European,Post bronchodilator FEV1
RPF2P2 - PGAM4P2,European,Systemic juvenile idiopathic arthritis
LOC105374875,European,Basal cell carcinoma
CYCSP55 - HMGA1,East Asian,Height
"LOC100996842, MPDU1",Han Chinese,Hormone measurements
RBFOX1,European,Conduct disorder (maternal expressed emotions interaction)
GNAL,European,QT interval (drug interaction)
LOC101929355,European,Lymphocyte counts
LOC107986952,European,Nonsyndromic cleft lip with or without cleft palate
RNU6-61P - HNRNPA1P31,European,Body fat percentage
PRNCR1 - LOC105375752,East Asian,Prostate cancer
TNPO3,Native American,Systemic lupus erythematosus
CDKN2B-AS1,European,Intracranial aneurysm
EFEMP1 - LOC105374690,European,Post bronchodilator FEV1/FVC ratio
LDHAP1 - LOC101928306,European,Post bronchodilator FEV1/FVC ratio
GMPR,European,High light scatter reticulocyte count
DHX38,European,Blood protein levels
LOC105378763,European,Facial morphology (factor 19)
FLNB,European,Gut microbiota (bacterial taxa)
GRXCR1 - LOC105374432,European,Multiple keratinocyte cancers
FTLP4 - HSPA8P17,European,Post bronchodilator FEV1/FVC ratio
CPEB4,European,Waist-to-hip ratio adjusted for body mass index
ARHGAP15,European,Morning vs. evening chronotype
RNU6-745P - LOC105370878,European,Amyotrophic lateral sclerosis
"LINC01312, TARID",European,Infantile hypertrophic pyloric stenosis
LOC105371082,European,Bulimia nervosa
RPL9P21 - EIF2AP4,Finnish,Stem cell growth factor beta levels
ADH1B - ADH1C,"African American, European",Alcohol dependence
MGAT4C,European,Post bronchodilator FEV1/FVC ratio
SUCO,European,Daytime sleep phenotypes
CAND1.11,European,HDL cholesterol
LOC105377462,European,Pulmonary function
CD33,European,White blood cell count
RPL39P13 - HSP90B3P,European,Optic disc area
CFDP1,European,Systolic blood pressure
"LOC105376412, LOC105376413",Hispanic,Obesity-related traits
"CHRNA5, CHRNA3",European,Post bronchodilator FEV1/FVC ratio in COPD
NT5C2,East Asian,Systolic blood pressure (long-term average)
AFF3 - LINC01104,European,Plateletcrit
HAPLN4,"Mylopotamos, Pomak",Low density lipoprotein cholesterol
KIAA1683 - JUND,European,Waist-to-hip ratio adjusted for BMI (joint analysis main effects and smoking interaction)
LOC101929230 - LOC645949,European,Acute graft versus host disease in bone marrow transplantation (recipient effect)
"RAB4B-EGLN2, RAB4B, MIA-RAB4B",European,Post bronchodilator FEV1/FVC ratio
MESDC1 - LOC107984726,European,QT interval (drug interaction)
TRIM58,European,Mean corpuscular volume
AHR - LOC105375171,European,"Caffeine metabolism (plasma 1,7-dimethylxanthine (paraxanthine) to 1,3,7-trimethylxanthine (caffeine) ratio)"
SKIV2L,European,Age-related macular degeneration
FBLN1,Japanese,Paneth cell defects in Crohn's disease
LINC01578,European,Subjective well-being
EBF1,European,Monocyte percentage of white cells
LOC642574,European,Menarche (age at onset)
ANGPTL5,European,Response to methotrexate in juvenile idiopathic arthritis
CPQ,European,DNA methylation (variation)
SMOX,European,Reticulocyte fraction of red cells
LINC00299 - LOC101929567,European,Cognitive decline rate in late mild cognitive impairment
TMEM47 - FAM47B,European,Multiple sclerosis
LOC105377329,Japanese,Parkinson's disease
KY,"African American, European",Neurocognitive impairment in HIV-1 infection (dichotomous)
LOC107987083 - MTCO1P50,European,vWF and FVIII levels
MYT1L,European,Inflammatory skin disease
CHRM3,European,White matter hyperintensity burden
FRMD4B,Ashkenazi Jewish,Schizophrenia
LOC105371116,"African American, European",Body mass index
FTO,"African American, Filipino",Body mass index in physically inactive individuals
GPATCH8 - LOC105371791,European,Plateletcrit
PALD1 - PRF1,European,Obesity (extreme)
RNY1P8 - MARK2P12,European,Endometrial endometrioid carcinoma
PLCL2,European,Mean corpuscular volume
ARID5B,European,Acute lymphoblastic leukemia (childhood)
LOC107983992 - LOC100422334,Brazilian,Parasitemia in Tripanosoma cruzi seropositivity
PROX1-AS1,European,Post bronchodilator FEV1/FVC ratio
CSMD1,European,Pulmonary function decline
RPL3P4 - LOC107984696,European,Response to efavirenz-containing treatment in HIV 1 infection (virologic failure)
LOC107985406 - PA2G4P2,European,Cognitive decline rate in late mild cognitive impairment
LOC107986173 - LOC105374294,European,Hematocrit
LPL - LOC105379311,European,HDL cholesterol
CEBPD - PRKDC,European,Neutrophil percentage of granulocytes
JAZF1,"African American, Filipino",Waist circumference adjusted for BMI in active individuals
LOC105371106 - LOC107984893,European,"Facial morphology (factor 21, depth of nasal alae)"
HAPLN4,"Mylopotamos, Pomak",Very low density lipoprotein cholesterol levels
DOK5 - RNU4ATAC7P,European,Relative hand skill
LRFN1 - GMFG,European,Lung adenocarcinoma
LOC105371116,European,Waist circumference
FAM114A1 - TMEM156,European,Mean corpuscular volume
VAV3-AS1 - LOC107985124,European,Post bronchodilator FEV1
THSD4,Hutterite,Pulmonary function
GPR89P - TRV-AAC1-5,European,Schizophrenia
RPS17P5 - LOC100418898,European,Childhood body mass index
ZFPM1,European,Bone mineral accretion in asthma (oral corticosteroid dose interaction)
LOC101929023,European,Sulfasalazine-induced agranulocytosis
LOC105369406 - LOC105369408,European,Post bronchodilator FEV1/FVC ratio
ITGAL,European,Myeloid white cell count
FAM13A,European,Post bronchodilator FEV1/FVC ratio
THEMIS,European,Sense of smell
FTO,European,Body mass index (joint analysis main effects and smoking interaction)
EBF1,"Singaporean, Chinese",Delta-5 desaturase activity
RIN3,Finnish,Monokine induced by gamma interferon levels
E2F2,European,Eosinophil counts
LOC100507053,European,HDL cholesterol
PDGFRA,Han Chinese,Corneal astigmatism
LOC107986049 - TOMM22P6; LOC107986049 - TOMM22P6,European,Coronary heart disease
ARHGEF38,European,Post bronchodilator FEV1/FVC ratio
"BRD3, LOC100130548",European,Mean platelet volume
BCL6,African American,PR interval
LOC105377024 - LOC101928114,European,Non-substance related behavioral disinhibition
TNIP1,European,Psoriasis vulgaris
GATAD2B,European,Lentiform nucleus volume
CXXC1 - RNA5SP458,European,Chronic lymphocytic leukemia
PTPN2,European,Rheumatoid arthritis
RNF6,African American,Response to Homoharringtonine (cytotoxicity)
HYAL1 - HYAL2,Japanese,Keloid
CEBPA-AS1 - RPS3AP50,European,Waist-to-hip ratio adjusted for body mass index
YAP1P3 - PRELID1P1,European,Type 2 diabetes
CLNK,European,Resistance to antihypertensive treatment in hypertension
HAPLN4,"Mylopotamos, Pomak",Total cholesterol levels
RNF43,Japanese,Pancreatic cancer
OAS3,Korean,HDL cholesterol
MMP13 - RPL21P96,European,Post bronchodilator FEV1/FVC ratio
UNC13C - LOC105370829,European,Urinary albumin-to-creatinine ratio in non-diabetics
TMPRSS6,European,Hematocrit
MTCH2,European,Body mass index (joint analysis main effects and smoking interaction)
TNFSF8,European,Eosinophil percentage of granulocytes
PKD1L3,East Asian,LDL cholesterol levels
COL4A2,European,White matter hyperintensity burden
LOC100130950 - RABEP1,European,White blood cell count
MACROD2,European,Eating disorders
CXCL8 - CXCL6,European,Granulocyte count
GALNT2,European,Metabolite levels
RNU6-675P - LOC105373603,"African American, Hispanic",Pelvic organ prolapse (moderate/severe)
EXPH5,European,Lymphocyte counts
LOC101928174,"Hispanic, European",Post-traumatic stress disorder
SHH - LOC389602,European,Glomerular filtration rate (creatinine)
LOC107987136,European,Hemoglobin concentration
FOXO1,European,Granulocyte percentage of myeloid white cells
LOC105373411,European,High light scatter reticulocyte percentage of red cells
LOC105369168 x LOC107984480 - LOC101927786,European,Age-related hearing impairment (SNP x SNP interaction)
RNU6-281P - FOXP1,European,Digestive system disease (Barrett's esophagus and esophageal adenocarcinoma combined)
LOC105374957 - TRQ-CTG1-3,European,Hyperactive-impulsive symptoms
LPL - LOC105379311,European,Metabolite levels (lipoprotein measures)
SLC22A11,European,Urate levels in overweight individuals
TMPRSS6 - IL2RB,European,Hemoglobin concentration
TSPAN9,European,Low vWF levels
SHROOM3,Han Chinese,Craniofacial microsomia
LINC01102 - LOC105373524,"African American, European",Response to taxane treatment (docetaxel)
LOC105373415,European,IgG glycosylation
RNF24,Asian,Cleft lip with or without cleft palate
ALDH2,European,Mean corpuscular hemoglobin
AADACL2-AS1,European,Immunoglobulin A
CACNA1C,European,Schizophrenia
GTF2B,Hispanic,Obesity-related traits
ZNF731P - MIR3916,lymphoblastoid cell lines,Response to carboplatin and paclitaxel in ovarian cancer (Caspase 3/7 EC50)
LOC101926960 - GHR,"African American, European",Response to taxane treatment (docetaxel)
FADS2,East Asian,Total cholesterol levels
ZBTB38,European,Height
"PRAC1, PRAC2",Finnish,Interferon gamma levels
RARB,"African American, Filipino",Body mass index in physically active individuals
TFCP2L1,European,Testicular germ cell tumor
LOC105370913,European,Post bronchodilator FEV1
LOC105374761 - LOC105374764,European,Red cell distribution width
PLA2G2A,European,Blood protein levels
PEPD,European,Waist circumference adjusted for body mass index
PDIA6,European,Educational attainment (years of education)
LOC107986537,European,Self-reported allergy
CNTNAP2,European,"Facial morphology (factor 11, projection of the nose)"
LOC105372151 - NFE2L3P1,European,Chronic lymphocytic leukemia
CASQ2,European,QRS duration
"TRAF3IP2-AS1, LOC107986522",European,Crohn's disease
IL12A-AS1,European,Major depressive disorder
"LOC107985578, NCF4",European,Sum eosinophil basophil counts
RN7SL416P - AGFG2,European,Hematocrit
RPE65 - DEPDC1,European,IgG glycosylation
LOXL1,European,Waist circumference adjusted for BMI (adjusted for smoking behaviour)
LOC107986647 - LOC105378010,European,Hematology traits
LDHAL6CP - RSL24D1P5,Hispanic,Obesity-related traits
ZMIZ1,European,Celiac disease
RASA2,"African American, Filipino",Body mass index in physically active individuals
PCGF3,European,White blood cell count
RNF130,African American,LDL cholesterol
GAS6,European,Red blood cell count
LRP1B - LOC105373651,European,Body mass index
TFR2,European,Hematological parameters
CRTC1,European,Barrett's esophagus  or Esophageal adenocarcinoma
IL21-AS1,European,Pediatric autoimmune diseases
MYO18B,European,Trans fatty acid levels
CSNK1G3,East Asian,Total cholesterol levels
TBX15,European,Waist-to-hip ratio adjusted for body mass index
MFSD2B,European,Reticulocyte fraction of red cells
HFE,European,Iron status biomarkers
CDH13,East Asian,Adiponectin levels
BTBD9,European,Mammographic density
DDR2,European,Alanine aminotransferase (ALT) levels after remission induction therapy in actute lymphoblastic leukemia (ALL)
PSMA4,European,Post bronchodilator FEV1
B4GALT1-AS1 - SPINK4,African American,Diabetic kidney disease
LOC101928306 - CYTL1,European,Pediatric autoimmune diseases
FAM19A2,European,Post bronchodilator FEV1/FVC ratio in COPD
PRX,Finnish,Otitis media
UGT1A,European,HIV-1 control
"PPEF2, LOC105377285",Finnish,Interferon gamma-induced protein 10 levels
LOC107986022 - LOC105374058,unaffected relatives of with bipolar disorder,White matter integrity (bipolar disorder risk interaction)
ACBD4,European,Height
KSR2,European,Depression
"CD300LF, RAB37",European,Fibrinogen
LOC100131159,European,Response to statins (LDL cholesterol change)
LOC105376000 - LOC107987028,African American,Venous thromboembolism adjusted for sickle cell variant rs77121243-T
CDK14,Finnish,Growth-regulated protein alpha levels
HFE,European,Iron status biomarkers
"FAM13A, LOC105377327",European,Post bronchodilator FEV1/FVC ratio
MSRA,European,Eosinophil percentage of granulocytes
LOC100419773 - ZNF12,European,Body mass index
"LOC105370804, SEMA6D",European,Eating disorders
PLSCR5 - LOC101927866,European,Barrett's esophagus
LOC107985484 - RPL23AP12,European,Hemoglobin concentration
LOC645481 - LOC105374541,European,Crohn's disease
FTO,European,Subcutaneous adipose tissue
12:00 AM,European,Reticulocyte count
LOC107986484 - ARL2BPP6,European,Response to anti-TNF therapy in rheumatoid arthritis
LOC101928409 - HAND2,Japanese,Atrial fibrillation
LOC553103,European,Height
CNTN4,European,Autism spectrum disorder or schizophrenia
PACS1,European,Electroencephalogram traits
LPA,European,Lipoprotein(a) levels adjusted for apolipoprotein(a) isoforms
LOC105376596 - LOC100533706,European,Inflammatory skin disease
IGF2BP2,European,Type 2 diabetes
UBXN2A,European,Immature fraction of reticulocytes
PRAMENP,European,Post bronchodilator FEV1/FVC ratio
PNMAL1,European,Colorectal cancer (diet interaction)
LOC107986930,"African American, Filipino",Waist-to-hip ratio adjusted for BMI in active individuals
BRD2,Polish,Crohn's disease
ADGRV1,European,Small cell lung carcinoma
GFI1B - EEF1A1P5,European,Calcium levels
RARB,European,Body mass index
"ARMS2, LOC105378525",European,Advanced age-related macular degeneration
SH3GL3,European,Lung function (FEV1/FVC)
LOC107986647 - LOC105378010,Sardinian,Hemoglobin levels
LOC107984859 - HNRNPCP4,European,Neutrophil percentage of granulocytes
LPAR1,European,Eosinophil counts
LOC105377262 - LOC100996585,Latin American,Glucose homeostasis traits
LOC644906 - MYLIP,European,LDL cholesterol
"ZNF664-FAM101A, ZNF664",European,HDL cholesterol
HYKK,European,Post bronchodilator FEV1/FVC ratio
GCKR,European,Triglycerides-Blood Pressure (TG-BP)
ACKR1,European,Neutrophil percentage of white cells
SV2B,European,Metabolite levels
ULK3,Japanese,Adverse response to chemotherapy (neutropenia/leucopenia) (carboplatin)
FOXK2,European,Red cell distribution width
SHBG,European,Testosterone levels
SMARCA4 - LDLR,Finnish,LDL cholesterol
UMOD - PDILT,European,Renal function and chronic kidney disease
GRB10,European,Fasting glucose-related traits (BMI interaction)
"CYP2D6, LOC102723722",European,Response to serotonin reuptake inhibitors in major depressive disorder (plasma drug and metabolite levels)
DTX2P1,European,Body mass index (joint analysis main effects and smoking interaction)
LOC105376815,European,Methotrexate phramacokinetics (acute lymphoblastic leukemia)
LOC105369448 - LOC105369449,European,Formal thought disorder in schizophrenia
LOC107984408 - LOC105369566,European,Atopic dermatitis
CASP8,European,Chronic lymphocytic leukemia
ENPEP - LOC105377363,European,Lung cancer
CAMK4,European,Longevity
HSD17B11,European,Pediatric bone mineral content (radius)
BRK1P2 - LINC00380,European,Metabolite levels (5-HIAA)
SHROOM2,European,Prostate cancer
FUT6,European,Basophil percentage of granulocytes
EEFSEC,European,Post bronchodilator FEV1/FVC ratio
F13A1,European,Neuroticism
HLA-C,European,Waist-to-hip ratio adjusted for BMI (adjusted for smoking behaviour)
ANAPC16,European,Renal cell carcinoma
ATP2B1,European,Blood pressure
"BTNL2, LOC101929163",European,Anti-cyclic Citrullinated Peptide Antibody
FAM49B,European,Protein quantitative trait loci
LOC105373710,European,Diisocyanate-induced asthma
LOC100288510 - SALL4P1,European,Schizophrenia
BCAS3,European,Red blood cell count
"MTND4P19, CYP2C19",European,Migraine
IRF4,European,Tanning
SLC2A13 - LOC101930164,European,Ulcerative colitis
TRIB1 - LOC105375746,Latin American,Triglycerides
SPTY2D1,East Asian,Total cholesterol levels
LOC105375962,European,Post bronchodilator FEV1
DOCK7,European,Triglycerides
SYN3,European,Blood protein levels
LOC107985305,European,Platelet distribution width
TMTC1,European,Schizophrenia
OCA2,European,Lung function (forced expiratory flow between 25% and 75% of forced vital capacity)
